onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin;chorus_id;chord;form
74.2900680272;0.130612244898;4;3;37;3;3;0.444217687075;"""4/4""";68;16;0;2;F-;A1
74.4816326531;0.127709750567;4;3;37;4;1;0.464240362812;"""4/4""";68;16;0;2;F-;A1
74.6144217687;0.109569160998;4;3;37;4;2;0.464240362812;"""4/4""";67;16;0;2;F-;A1
74.7450340136;0.133514739229;4;3;37;4;3;0.464240362812;"""4/4""";65;16;0;2;F-;A1
74.9017687075;0.595011337868;4;1;38;1;1;0.436530612245;"""4/4""";64;16;0;2;F-;A1
75.5489795918;0.11029478458;4;3;38;2;2;0.470657596372;"""4/4""";64;16;0;2;F-j7;A1
75.6959183673;0.0783673469388;4;3;38;2;3;0.470657596372;"""4/4""";65;16;0;2;F-j7;A1
75.8247619048;0.185759637188;4;1;38;3;1;0.472698412698;"""4/4""";67;16;0;2;F-j7;A1
76.2920634921;0.0957823129252;4;3;38;4;1;0.43746031746;"""4/4""";67;16;0;2;F-j7;A1
76.43138322;0.11029478458;4;3;38;4;2;0.43746031746;"""4/4""";65;16;0;2;F-j7;A1
76.5678004535;0.121904761905;4;3;38;4;3;0.43746031746;"""4/4""";64;16;0;2;F-j7;A1
76.7245351474;0.534058956916;4;1;39;1;1;0.441655328798;"""4/4""";63;16;0;2;F-7;A1
77.3239002268;0.119002267574;4;3;39;2;2;0.447029478458;"""4/4""";65;16;0;2;F-7;A1
77.4617687075;0.104489795918;4;3;39;2;3;0.447029478458;"""4/4""";67;16;0;2;F-7;A1
77.589478458;0.119002267574;4;3;39;3;1;0.441609977324;"""4/4""";67;16;0;2;F-7;A1
77.7428117914;0.122721088435;4;3;39;3;2;0.441609977324;"""4/4""";65;16;0;2;F-7;A1
77.9058503401;0.139319727891;4;3;39;3;3;0.441609977324;"""4/4""";63;16;0;2;F-7;A1
78.0979591837;0.27283446712;4;1;39;4;1;0.446213151927;"""4/4""";63;16;0;2;F-7;A1
78.5473015873;0.51664399093;4;1;40;1;1;0.441768707483;"""4/4""";62;16;0;2;F-6;A1
79.1336054422;0.0986848072562;4;3;40;2;2;0.447029478458;"""4/4""";63;16;0;2;F-6;A1
79.2700226757;0.113197278912;4;3;40;2;3;0.447029478458;"""4/4""";65;16;0;2;F-6;A1
79.4296598639;0.124807256236;4;1;40;3;1;0.467006802721;"""4/4""";65;16;0;2;F-6;A1
80.3510204082;0.0696598639456;4;3;41;1;1;0.44693877551;"""4/4""";58;17;1;2;Dbj7;A1
80.4658503401;0.0841723356009;4;3;41;1;2;0.44693877551;"""4/4""";60;17;0;2;Dbj7;A1
80.5819501134;0.113197278912;4;3;41;1;3;0.44693877551;"""4/4""";61;17;0;2;Dbj7;A1
80.7299773243;0.255419501134;4;4;41;2;1;0.430612244898;"""4/4""";61;17;0;2;Dbj7;A1
81.0724716553;1.00136054422;4;4;41;2;4;0.430612244898;"""4/4""";61;17;0;2;Dbj7;A1
83.0663265306;0.107392290249;4;3;42;3;1;0.437482993197;"""4/4""";58;18;1;2;Bb-7;A1
83.2275736961;0.0962811791383;4;3;42;3;2;0.437482993197;"""4/4""";60;18;0;2;Bb-7;A1
83.3346031746;0.138684807256;4;3;42;3;3;0.437482993197;"""4/4""";61;18;0;2;Bb-7;A1
83.5033106576;0.139319727891;4;4;42;4;1;0.452698412698;"""4/4""";60;18;0;2;Bb-7;A1
83.6948979592;0.0638548752834;4;4;42;4;3;0.452698412698;"""4/4""";61;18;0;2;Bb-7;A1
83.8;0.11029478458;4;4;42;4;4;0.452698412698;"""4/4""";63;18;0;2;Bb-7;A1
83.9714285714;0.089977324263;4;3;43;1;1;0.434920634921;"""4/4""";61;18;0;2;Gm7b5;A1
84.102675737;0.107392290249;4;3;43;1;2;0.434920634921;"""4/4""";63;18;0;2;Gm7b5;A1
84.2390929705;0.11029478458;4;3;43;1;3;0.434920634921;"""4/4""";65;18;0;2;Gm7b5;A1
84.3958276644;0.089977324263;4;3;43;2;1;0.457006802721;"""4/4""";63;18;0;2;Gm7b5;A1
84.5293424036;0.0986848072562;4;3;43;2;2;0.457006802721;"""4/4""";61;18;0;2;Gm7b5;A1
84.6628571429;0.0841723356009;4;3;43;2;3;0.457006802721;"""4/4""";60;18;0;2;Gm7b5;A1
84.8341043084;0.0986848072562;4;3;43;3;1;0.451473922902;"""4/4""";58;18;0;2;Gm7b5;A1
84.961814059;0.0841723356009;4;3;43;3;2;0.451473922902;"""4/4""";56;18;0;2;Gm7b5;A1
85.1076643991;0.107392290249;4;3;43;3;3;0.451473922902;"""4/4""";55;18;0;2;Gm7b5;A1
85.281814059;0.0522448979592;4;4;43;4;1;0.447324263039;"""4/4""";53;18;0;2;Gm7b5;A1
85.3471201814;0.159637188209;4;4;43;4;2;0.447324263039;"""4/4""";51;18;0;2;Gm7b5;A1
86.4740136054;0.0812698412698;4;2;44;2;2;0.45716553288;"""4/4""";62;19;1;2;C79b;A1
86.6162358277;1.50639455782;4;1;44;3;1;0.465782312925;"""4/4""";63;19;0;2;C79b;A1
88.328707483;0.101587301587;4;4;45;2;4;0.456916099773;"""4/4""";56;19;0;2;F-;A2
88.4796371882;0.130612244898;4;1;45;3;1;0.466848072562;"""4/4""";58;19;0;2;F-;A2
89.1805895692;0.101587301587;4;2;45;4;2;0.437392290249;"""4/4""";60;19;0;2;F-;A2
89.3416780045;0.181405895692;4;1;46;1;1;0.460385487528;"""4/4""";58;19;0;2;F-j7;A2
90.064399093;0.11029478458;4;2;46;2;2;0.437324263039;"""4/4""";60;19;0;2;F-j7;A2
90.2240362812;0.168344671202;4;1;46;3;1;0.456916099773;"""4/4""";58;19;0;2;F-j7;A2
90.9931972789;0.145124716553;4;2;46;4;2;0.443741496599;"""4/4""";72;19;0;2;F-j7;A2
91.1876643991;0.113197278912;4;1;47;1;1;0.459183673469;"""4/4""";71;19;0;2;F-7;A2
91.8407256236;0.142222222222;4;2;47;2;2;0.452857142857;"""4/4""";58;19;0;2;F-7;A2
92.0322902494;0.0812698412698;4;1;47;3;1;0.465782312925;"""4/4""";56;19;0;2;F-7;A2
92.7317913832;0.116099773243;4;2;47;4;2;0.44716553288;"""4/4""";60;19;0;2;F-7;A2
92.9088435374;0.13641723356;4;1;48;1;1;0.43201814059;"""4/4""";58;19;0;2;F-7;A2
93.6460770975;0.142222222222;4;2;48;2;2;0.466802721088;"""4/4""";72;19;0;2;F-6;A2
93.8144217687;0.156734693878;4;1;48;3;1;0.457596371882;"""4/4""";70;19;0;2;F-6;A2
94.5835827664;0.107392290249;4;2;48;4;2;0.431405895692;"""4/4""";60;19;0;2;F-6;A2
94.7403174603;0.342494331066;4;1;49;1;1;0.446621315193;"""4/4""";58;19;0;2;Dbj7;A2
95.1727891156;0.208979591837;4;1;49;2;1;0.441723356009;"""4/4""";56;19;0;2;Dbj7;A2
95.6173469388;0.158163265306;4;2;49;3;1;0.431133786848;"""4/4""";58;19;0;2;Dbj7;A2
95.7837641723;0.065306122449;4;2;49;3;2;0.431133786848;"""4/4""";56;19;0;2;Dbj7;A2
96.3453968254;0.11029478458;4;2;49;4;2;0.447097505669;"""4/4""";60;20;1;2;Dbj7;A2
96.5587301587;0.145124716553;4;2;50;1;1;0.456916099773;"""4/4""";69;20;0;2;Bb-7;A2
96.8010884354;0.13641723356;4;2;50;1;2;0.456916099773;"""4/4""";67;20;0;2;Bb-7;A2
96.9591836735;0.200272108844;4;3;50;2;1;0.457142857143;"""4/4""";65;20;0;2;Bb-7;A2
97.2693877551;0.139319727891;4;3;50;2;3;0.457142857143;"""4/4""";65;20;0;2;Bb-7;A2
97.4338321995;0.368616780045;4;1;50;3;1;0.431814058957;"""4/4""";63;20;0;2;Bb-7;A2
97.8837188209;0.269931972789;4;3;50;4;1;0.457029478458;"""4/4""";62;20;0;2;Bb-7;A2
98.1768707483;0.725623582766;4;3;50;4;3;0.457029478458;"""4/4""";61;20;0;2;Bb-7;A2
99.0563265306;0.0841723356009;4;2;51;2;2;0.466621315193;"""4/4""";52;20;0;2;Bb-7;A2
99.2469387755;0.222448979592;4;2;51;3;1;0.44179138322;"""4/4""";60;20;0;2;Bb-7;A2
99.5091156463;0.902675736961;4;2;51;3;2;0.44179138322;"""4/4""";58;20;0;2;Bb-7;A2
101.535056689;0.089977324263;4;4;52;4;2;0.430975056689;"""4/4""";63;21;1;2;Eb7;A2
101.648253968;0.11029478458;4;4;52;4;3;0.430975056689;"""4/4""";65;21;0;2;Eb7;A2
101.778866213;0.104489795918;4;4;52;4;4;0.430975056689;"""4/4""";67;21;0;2;Eb7;A2
101.950113379;0.256870748299;4;1;53;1;1;0.456712018141;"""4/4""";68;21;0;2;Abj7;B1
102.385487528;0.310566893424;4;1;53;2;1;0.462947845805;"""4/4""";63;21;0;2;Abj7;B1
102.863718821;0.165623582766;4;2;53;3;1;0.476009070295;"""4/4""";63;21;0;2;Bb-7;B1
103.151746032;0.124807256236;4;2;53;3;2;0.476009070295;"""4/4""";65;21;0;2;Bb-7;B1
103.317188209;0.127709750567;4;2;53;4;1;0.461337868481;"""4/4""";63;21;0;2;Bb-7;B1
103.595827664;0.107392290249;4;2;53;4;2;0.461337868481;"""4/4""";61;21;0;2;Bb-7;B1
103.8338322;0.0986848072562;4;4;54;1;2;0.456984126984;"""4/4""";59;21;0;2;C-7;B1
103.949931973;0.252517006803;4;4;54;1;3;0.456984126984;"""4/4""";60;21;0;2;C-7;B1
104.22276644;0.275736961451;4;3;54;2;1;0.447074829932;"""4/4""";56;21;0;2;C-7;B1
104.52462585;0.864943310658;4;3;54;2;3;0.447074829932;"""4/4""";58;21;0;2;C-7;B1
106.075283447;0.0827210884354;4;3;55;2;1;0.428344671202;"""4/4""";51;22;1;2;Abj7;B1
106.176530612;0.125532879819;4;3;55;2;2;0.428344671202;"""4/4""";53;22;0;2;Abj7;B1
106.335782313;0.124807256236;4;3;55;2;3;0.428344671202;"""4/4""";55;22;0;2;Abj7;B1
106.480181406;0.11537414966;4;3;55;3;1;0.438775510204;"""4/4""";56;22;0;2;Bb-7;B1
106.610204082;0.111746031746;4;3;55;3;2;0.438775510204;"""4/4""";58;22;0;2;Bb-7;B1
106.759546485;0.0957823129252;4;3;55;3;3;0.438775510204;"""4/4""";60;22;0;2;Bb-7;B1
106.914285714;0.127709750567;4;3;55;4;1;0.443900226757;"""4/4""";61;22;0;2;Bb-7;B1
107.071428571;0.0696598639456;4;3;55;4;2;0.443900226757;"""4/4""";60;22;0;2;Bb-7;B1
107.166938776;0.124716553288;4;3;55;4;3;0.443900226757;"""4/4""";58;22;0;2;Bb-7;B1
107.357460317;0.505034013605;4;1;56;1;1;0.446167800454;"""4/4""";63;22;0;2;C-7;B1
107.961904762;0.105941043084;4;3;56;2;2;0.466848072562;"""4/4""";61;22;0;2;C-7;B1
108.083809524;0.109569160998;4;3;56;2;3;0.466848072562;"""4/4""";60;22;0;2;C-7;B1
108.242721088;0.542766439909;4;1;56;3;1;0.447188208617;"""4/4""";65;22;0;2;Bb-7;B1
108.875464853;0.0783673469388;4;3;56;4;2;0.459160997732;"""4/4""";63;22;0;2;Bb-7;B1
108.990839002;0.111746031746;4;3;56;4;3;0.459160997732;"""4/4""";61;22;0;2;Bb-7;B1
109.142494331;0.0725623582766;4;4;57;1;1;0.442267573696;"""4/4""";67;22;0;2;Bb-7;B1
109.252789116;0.11029478458;4;4;57;1;2;0.442267573696;"""4/4""";65;22;0;2;Abj7;B1
109.395011338;0.101587301587;4;4;57;1;3;0.442267573696;"""4/4""";63;22;0;2;Abj7;B1
109.573469388;0.148027210884;4;1;57;2;1;0.438276643991;"""4/4""";68;22;0;2;Abj7;B1
110.364444444;0.282993197279;4;4;57;3;4;0.428049886621;"""4/4""";67;22;0;2;C7;B1
110.791111111;0.13641723356;4;2;57;4;2;0.465918367347;"""4/4""";65;22;0;2;C7;B1
110.950748299;0.148027210884;4;1;58;1;1;0.43977324263;"""4/4""";64;22;0;2;F-7;B1
111.397732426;0.377324263039;4;1;58;2;1;0.458820861678;"""4/4""";67;22;0;2;F-7;B1
111.841814059;0.293151927438;4;1;58;3;1;0.457188208617;"""4/4""";65;22;0;2;Eb-7;B1
112.314920635;0.159637188209;4;1;58;4;1;0.447029478458;"""4/4""";60;22;0;2;D7;B1
112.718367347;0.259183673469;4;1;59;1;1;0.466780045351;"""4/4""";65;22;0;2;D7;B1
113.516553288;0.101587301587;4;2;59;2;2;0.468140589569;"""4/4""";60;22;0;2;Dbj7;B1
113.661678005;0.179954648526;4;3;59;3;1;0.464444444444;"""4/4""";65;22;0;2;Dbj7;B1
113.978049887;0.087074829932;4;3;59;3;3;0.464444444444;"""4/4""";60;22;0;2;Dbj7;B1
114.117369615;0.240907029478;4;1;59;4;1;0.447800453515;"""4/4""";56;22;0;2;Dbj7;B1
114.59047619;0.220589569161;4;3;60;1;1;0.440816326531;"""4/4""";63;22;0;2;Gm7b5;B1
114.872018141;0.638548752834;4;3;60;1;3;0.440816326531;"""4/4""";61;22;0;2;Gm7b5;B1
115.9169161;0.153832199546;4;4;60;4;1;0.426621315193;"""4/4""";68;23;1;2;C79b;B1
116.22893424;0.0812698412698;4;4;60;4;4;0.426621315193;"""4/4""";60;23;0;2;C79b;B1
116.445170068;0.089977324263;4;4;61;1;2;0.451655328798;"""4/4""";66;23;0;2;F-;A3
116.552562358;0.0957823129252;4;4;61;1;3;0.451655328798;"""4/4""";67;23;0;2;F-;A3
116.659954649;0.13641723356;4;4;61;1;4;0.451655328798;"""4/4""";67;23;0;2;F-;A3
116.839909297;0.38022675737;4;1;61;2;1;0.457006802721;"""4/4""";67;23;0;2;F-;A3
117.263673469;0.267029478458;4;1;61;3;1;0.456802721088;"""4/4""";67;23;0;2;F-;A3
117.710657596;0.307664399093;4;1;61;4;1;0.441655328798;"""4/4""";67;23;0;2;F-;A3
118.156190476;0.394739229025;4;1;62;1;1;0.456870748299;"""4/4""";67;23;0;2;F-j7;A3
118.633650794;0.229297052154;4;4;62;2;1;0.446870748299;"""4/4""";67;23;0;2;F-j7;A3
118.968888889;0.297505668934;4;4;62;2;4;0.446870748299;"""4/4""";67;23;0;2;F-j7;A3
119.385396825;0.148027210884;4;2;62;3;2;0.466870748299;"""4/4""";65;23;0;2;F-j7;A3
119.556643991;0.223492063492;4;2;62;4;1;0.456961451247;"""4/4""";64;23;0;2;F-j7;A3
119.806258503;0.159637188209;4;2;62;4;2;0.456961451247;"""4/4""";65;23;0;2;F-j7;A3
120.061678005;0.931700680272;4;1;63;1;1;0.43358276644;"""4/4""";70;23;0;2;F-7;A3
121.595918367;0.182857142857;4;2;63;4;2;0.451020408163;"""4/4""";68;23;0;2;F-7;A3
121.811882086;0.174149659864;4;2;64;1;1;0.428571428571;"""4/4""";67;23;0;2;F-6;A3
122.064399093;1.00426303855;4;2;64;1;2;0.428571428571;"""4/4""";65;23;0;2;F-6;A3
124.755102041;0.0986848072562;4;2;65;3;2;0.466575963719;"""4/4""";65;24;1;2;Dbj7;A3
124.915306122;0.121904761905;4;3;65;4;1;0.441609977324;"""4/4""";67;24;0;2;Dbj7;A3
125.197959184;0.130612244898;4;3;65;4;3;0.441609977324;"""4/4""";68;24;0;2;Dbj7;A3
125.361632653;0.391836734694;4;1;66;1;1;0.432358276644;"""4/4""";67;24;0;2;Gm7b5;A3
125.820226757;0.351201814059;4;1;66;2;1;0.4610430839;"""4/4""";65;24;0;2;Gm7b5;A3
126.261405896;0.148027210884;4;3;66;3;1;0.461405895692;"""4/4""";64;24;0;2;C79b;A3
126.563265306;0.101587301587;4;3;66;3;3;0.461405895692;"""4/4""";61;24;0;2;C79b;A3
126.746122449;0.150929705215;4;2;66;4;1;0.456666666667;"""4/4""";60;24;0;2;C79b;A3
127.007346939;0.124807256236;4;2;66;4;2;0.456666666667;"""4/4""";58;24;0;2;C79b;A3
127.178594104;0.267029478458;4;3;67;1;1;0.447097505669;"""4/4""";55;24;0;2;F-7;A3
127.481632653;0.496326530612;4;3;67;1;3;0.447097505669;"""4/4""";56;24;0;2;F-7;A3
128.722721088;0.113197278912;4;4;67;4;3;0.466984126984;"""4/4""";68;25;1;2;E7;A3
128.847528345;0.11029478458;4;4;67;4;4;0.466984126984;"""4/4""";67;25;0;2;E7;A3
128.972335601;0.130612244898;4;3;68;1;1;0.466281179138;"""4/4""";66;25;0;2;Eb-7;A3
129.142131519;0.0914285714286;4;3;68;1;2;0.466281179138;"""4/4""";58;25;0;2;Eb-7;A3
129.253877551;0.116099773243;4;3;68;1;3;0.466281179138;"""4/4""";61;25;0;2;Eb-7;A3
129.396099773;0.089977324263;4;3;68;2;1;0.422131519274;"""4/4""";65;25;0;2;Eb-7;A3
129.529614512;0.0841723356009;4;3;68;2;2;0.422131519274;"""4/4""";63;25;0;2;Eb-7;A3
129.660226757;0.13641723356;4;3;68;2;3;0.422131519274;"""4/4""";61;25;0;2;Eb-7;A3
129.840181406;0.12335600907;4;3;68;3;1;0.447324263039;"""4/4""";60;25;0;2;Ab7;A3
130.139138322;0.121904761905;4;3;68;3;3;0.447324263039;"""4/4""";58;25;0;2;Ab7;A3
130.271201814;0.262675736961;4;3;68;4;1;0.440725623583;"""4/4""";57;25;0;2;Ab7;A3
130.574512472;0.815600907029;4;3;68;4;3;0.440725623583;"""4/4""";56;25;0;2;Ab7;A3
131.503310658;0.174149659864;4;2;69;2;2;0.455260770975;"""4/4""";63;25;0;2;Dbj7;A3
131.6861678;0.365714285714;4;1;69;3;1;0.45306122449;"""4/4""";62;25;0;2;Dbj7;A3
132.092517007;0.182857142857;4;1;69;4;1;0.444897959184;"""4/4""";63;25;0;2;Dbj7;A3
132.559183673;0.183673469388;4;1;70;1;1;0.45306122449;"""4/4""";56;25;0;2;Bb-7;A3
133.299954649;0.119002267574;4;2;70;2;2;0.473469387755;"""4/4""";58;26;1;2;Bb-7;A3
133.445079365;0.210430839002;4;1;70;3;1;0.451020408163;"""4/4""";60;26;0;2;Eb7;A3
134.22755102;0.121904761905;4;2;70;4;2;0.47201814059;"""4/4""";51;26;0;2;Eb7;A3
134.414285714;0.133514739229;4;3;71;1;1;0.450680272109;"""4/4""";53;26;0;2;Ab6;A3
134.698979592;0.0957823129252;4;3;71;1;3;0.450680272109;"""4/4""";55;26;0;2;Ab6;A3
134.817959184;0.200272108844;4;3;71;2;1;0.446870748299;"""4/4""";56;26;0;2;Ab6;A3
135.103061224;0.129591836735;4;3;71;2;3;0.446870748299;"""4/4""";58;26;0;2;Ab6;A3
135.29106576;0.229297052154;4;2;71;3;1;0.43201814059;"""4/4""";60;26;0;2;Ab6;A3
135.530612245;0.161224489796;4;2;71;3;2;0.43201814059;"""4/4""";61;26;0;2;Ab6;A3
135.715306122;0.227551020408;4;2;71;4;1;0.437369614512;"""4/4""";63;26;0;2;Ab6;A3
135.952040816;0.167346938776;4;2;71;4;2;0.437369614512;"""4/4""";61;26;0;2;Ab6;A3
136.132789116;0.238004535147;4;3;72;1;1;0.441655328798;"""4/4""";60;26;0;2;Ab6;A3
136.431632653;0.496326530612;4;3;72;1;3;0.441655328798;"""4/4""";61;26;0;2;Gm7b5;A3
137.076530612;0.32798185941;4;1;72;3;1;0.446235827664;"""4/4""";58;26;0;2;C7;A3
137.497959184;0.208979591837;4;2;72;4;1;0.44231292517;"""4/4""";60;26;0;2;C7;A3
137.759183673;0.862040816327;4;2;72;4;2;0.44231292517;"""4/4""";56;26;0;2;C7;A3
